boosting_iteration,training_mae,early_stopping_mae
77,0.2063043461031093,0.17638209625950146
78,0.20598216414793669,0.17616545711299908
79,0.20564981235314264,0.17583389140433084
80,0.20538387551053613,0.1754686689564013
81,0.20506883576517682,0.17512281631748078
82,0.2047917896882438,0.17482387539066607
83,0.20455724674895304,0.17463265058289362
84,0.204255328592536,0.17450384138234584
85,0.20398660513524275,0.1741462160033374
86,0.20372867274128742,0.17391658349693653
87,0.20342495068497027,0.17381506095898808
88,0.20321122623025145,0.17358050897735827
89,0.20297372902548133,0.17320333056806392
90,0.20272673852203718,0.1730034240339508
91,0.2025197015442346,0.17283449768071937
92,0.20227919049289983,0.1726540020225059
93,0.2020795194252489,0.17244549353617702
94,0.20188414985004047,0.1722782873495043
95,0.20167423272541446,0.17222031570010635
96,0.20145670000764512,0.17188931471700297
97,0.20127485098006034,0.17171552174453958
98,0.20110210494085784,0.17156160869505654
99,0.20094747744032682,0.17142833363913207
100,0.20071727551611437,0.17120643484456638
101,0.20051241288795435,0.17094772229695995
102,0.20035002206515082,0.1708303175175376
103,0.2001664934201326,0.17063207514828746
104,0.1999881981387522,0.1706198298560428
105,0.1997594928976516,0.17048666847040891
106,0.1996086714884037,0.17035896126762007
107,0.19946886185393561,0.17040727906271644
108,0.19928805138033526,0.17024937888977465
109,0.19913458233305617,0.1701251692742672
110,0.1989427304825042,0.16992711342950712
111,0.19874937182330282,0.1697107380782124
112,0.19861293841111258,0.16958253194344014
113,0.19847670582597404,0.16949044781995476
114,0.19831083913741207,0.16940870494023577
115,0.19814830630249997,0.1693679415796729
116,0.1979977611514721,0.16923741600514436
117,0.19781841643117912,0.16912608899708306
118,0.19763875734093,0.16907815878969207
119,0.19751098490750038,0.16896345469433882
120,0.19735328599854765,0.16882713020080317
121,0.1971823677079671,0.16865408071737326
122,0.19703867622325352,0.16858658236443802
123,0.1968860280057257,0.16846808810735178
124,0.19675829877190756,0.16839251351620763
125,0.19662931251785187,0.16832552878690765
126,0.1964854605407177,0.16818633129627542
127,0.19630218631099344,0.1681158841084475
128,0.19618296999999726,0.16802170071200342
129,0.1960474737221327,0.1680752196546479
130,0.19593398050455527,0.16802360684028253
131,0.1958180167571705,0.1679690209628742
132,0.19566999785320083,0.16778540857020025
133,0.19549766174713415,0.16771721484044746
134,0.1953469351726895,0.16771385068921082
135,0.19523090261162362,0.16759344865223896
136,0.1950712354015768,0.1675719942787451
137,0.19494717785012336,0.16757138135532537
138,0.19480988449421607,0.16751720236036285
139,0.19466970643007764,0.16739526249113537
140,0.1945482368535689,0.16739704746795797
141,0.19444322537322975,0.16736528570404388
142,0.19433682328803714,0.1672968877669063
143,0.19422320329244028,0.16729611831094782
144,0.19408116476469545,0.16726717932611607
145,0.19397130456821168,0.16723683227024888
146,0.19385516060393976,0.1672112963044609
147,0.19369836121295989,0.1671367582309936
148,0.19361331139233645,0.16710247856538823
149,0.19352295864956104,0.16709756187800998
150,0.19342198767304855,0.1670771711773571
151,0.19333328213329962,0.16711434864780098
152,0.19322758796149692,0.1670752454347211
153,0.19311737034636728,0.1670467588922073
154,0.19303696964302705,0.16701485199489813
155,0.19293556600644252,0.16696936324428405
156,0.19280722884802054,0.16680286500040192
157,0.1927343308649947,0.1668018619858695
158,0.19263130432546405,0.16679503570336768
159,0.19251949630274165,0.16676592542858693
160,0.19241599556004424,0.1667622861258184
161,0.19229652971567704,0.16679844487923365
162,0.19223618340696252,0.16687350082922306
163,0.19216805442272986,0.16686777108806156
164,0.1920569656437063,0.16690525503092016
165,0.1919766377639156,0.1669073668774982
166,0.19192337571340518,0.16688205390764868
167,0.19187172174087894,0.16685292678953978
168,0.1917430933871738,0.16677869643330917
169,0.19162847909720737,0.16672907385681504
170,0.19153538805160047,0.1666873969024503
171,0.19143868753248164,0.16656176475517465
172,0.1913449028224688,0.1666164500715306
173,0.19126009853129058,0.16657983812186958
174,0.19119872758721465,0.16659254312350097
175,0.1911031026202589,0.16653444612022544
176,0.19105018449827366,0.16652807145729687
177,0.19095542994598338,0.1665210375556193
178,0.19088088764787323,0.16644791735424883
179,0.19082949506542438,0.16643699429537764
180,0.19074449226147944,0.16644746915717137
181,0.1905829098621858,0.16637049207222238
182,0.19053938467623027,0.1663689983715051
183,0.19044413294593443,0.16637541937728967
184,0.19036885225278852,0.16641161311111966
185,0.1902824734705948,0.16641403429289708
186,0.1901882873228746,0.16641370709129105
187,0.19012804248023465,0.16641360686018403
188,0.1900928382217815,0.16638558379516666
189,0.19005528168597682,0.1663775301090333
190,0.18985993643472474,0.16641314114078462
191,0.18981352979185973,0.16645426137070057
192,0.18975647622505085,0.1665281644136888
193,0.18968916111470396,0.16653633447385383
194,0.18964011552755833,0.1665452664384652
195,0.18954169772820229,0.16646655930790358
196,0.1894429317900208,0.16645112633858067
197,0.18936009880870058,0.16645015599221383
198,0.18930476999201426,0.1664470399398057
199,0.18924507639577953,0.16642762574845885
200,0.18912814019146584,0.16637788765432163
201,0.18902529392511913,0.16635579592127764
202,0.1889659182955379,0.16637158919774203
203,0.18888536552336654,0.16636432655008848
204,0.1887871910143679,0.16636825778960496
205,0.18873583365884247,0.16630204738697346
206,0.18869069943898334,0.166270672935497
207,0.18864263807323917,0.16631430971370445
208,0.18860873049145646,0.1663083469874435
209,0.18853357205138685,0.16631071948964754
210,0.18849317767156065,0.1663138882405383
211,0.1884355616020216,0.16629066678874305
212,0.18839438991003912,0.16626018048409366
213,0.18828703681514894,0.16626785047450188
214,0.1882141593818416,0.16625067548541894
215,0.1881475201063593,0.16625579854256317
216,0.1881080586426467,0.1662613113237964
217,0.1880443152760919,0.1662621049757906
218,0.18795276684625534,0.16626484716564954
219,0.18780115731984953,0.16626236939952635
220,0.18772236589787597,0.16629787012231223
221,0.18765679632547966,0.1662953230192998
222,0.1876212292156568,0.16630050757890705
223,0.18756727260335063,0.16628143304503218
224,0.18752261403177214,0.1662820643395161
225,0.18745757383852185,0.16628401191394365
226,0.18741017131311072,0.16628121684361952
227,0.1873484009587487,0.166281074313034
228,0.18727164301605,0.1662842727836668
229,0.18722294692104943,0.1662858003759619
230,0.18717421714526403,0.16630153716748278
231,0.1870908024566392,0.1663852114787047
232,0.18701712693463496,0.16640402716148664
233,0.1869705653052132,0.16641061281103317
234,0.18686691268045555,0.1664592033062491
235,0.18671959193088247,0.1663877210657805
236,0.18664264201807637,0.16639953392614382
237,0.18656449266202768,0.16639511749356348
238,0.1864853388767888,0.1664966447462369
239,0.1864316636584181,0.1664897750968294
240,0.18637728093613626,0.16647986620083477
241,0.18634450302629016,0.16642427051283895
242,0.1862785435545754,0.16642621626438228
243,0.18620169092075148,0.16651311958566528
244,0.18616033292015027,0.16653255928362826
245,0.1860876818179201,0.166327712101608
246,0.18601284999302553,0.16644373335011536
247,0.18591725941490664,0.16641520320824751
248,0.18587326478769428,0.1663654750818616
249,0.18584629018312251,0.16637392318386995
250,0.18573682775936998,0.16637396327967713
251,0.18565472103007802,0.16641121602973524
252,0.1856240955754163,0.16642195097673898
253,0.18558824160730458,0.16640197676843513
254,0.18555043568527052,0.16641202667186705
